cnpj_coop,nome_coop,naturezaJuridica,classe,situacao,regimeEspecial,logradouro,complemento,bairro,municipio,uf,cep,endereco_eletronico,email,segmento_prudencial,filiacao
2282165,COOPERATIVA DE CRÉDITO DO SUDOESTE BAIANO LTDA - SICOOB CREDICONQUISTA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA FRANCISCO SANTOS  157,,CENTRO,VITORIA DA CONQUISTA,BA,45000375,email@crediconquista.com.br,email@crediconquista.com.br,S5,
10348181,COOPERATIVA DE CRÉDITO DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA 452, 81",ESQUINA MARGINAL OESTE,LEOPOLDO ZARLING,ITAPEMA,SC,88220000,,,S4,
2883398,COOPERATIVA DE CRÉDITO DO VALE DO ITAJAÍ E VALE DO ITAPOCÚ - SICOOB MULTICREDI,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SEBASTIAO CRUZ  38,,JARDIM BLUMENAU,BLUMENAU,SC,89010340,crediodontobnu@terra.com.br,crediodontobnu@terra.com.br,S5,
4237413,COOPERATIVA DE CRÉDITO DO VALE DO SÃO FRANCISCO - SICREDI VALE DO SÃO FRANCISCO,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA PRESIDENTE DUTRA  61,,CENTRO,PETROLINA,PE,56304230,unisfran@uol.com.br,unisfran@uol.com.br,S5,
86791837,COOPERATIVA DE CRÉDITO DO VALE DOS PINHAIS - SICOOB VALE DOS PINHAIS,Sociedade Cooperativa,,Autorizada em Atividade,false,CARLOS SPERANCA N  100,,CENTRO,CACADOR,SC,89500085,sicoobcacador@conection.com.br,sicoobcacador@conection.com.br,S5,
82133182,COOPERATIVA DE CRÉDITO DO VALE EUROPEU - SICOOB EURO VALE,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA MARECHAL FLORIANO PEIXOTO  N 13,,CENTRO,TIMBO,SC,89120000,sicoob@crediperola.com.br,sicoob@crediperola.com.br,S5,
3422007,COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SAO BENTO  365,18  ANDAR,CENTRO,SAO PAULO,SP,01011100,julio.garcia@bancredi.com.br,julio.garcia@bancredi.com.br,S5,
2217068,"COOPERATIVA DE CRÉDITO DOS CONTADORES, ADMINISTRADORES DE EMPRESAS, ECONOMISTAS E CORRETORES DE SEGUROS LTDA. - SICOOB CREDITABIL",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ESPIRITO SANTO  505,ANDAR 3,CENTRO,BELO HORIZONTE,MG,30160927,creditabil@creditabil.com.br,creditabil@creditabil.com.br,S5,
8931800,"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA CBA ITAPISSUMA E EMPREGADOS DE EMPRESAS PRESTADORA DE SERVIÇOS INDUSTRIAIS, NO ESTADO DE PERNAMBUCO - CREDCOOPE",Sociedade Cooperativa,,Autorizada em Atividade,false,RODOVIA PE 35  KM 3,,ZONA RURAL,ITAPISSUMA,PE,53700000,credialcoa@alcoa.com.br,credialcoa@alcoa.com.br,S5,
19495266,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA COMPANHIA INDUSTRIAL CATAGUASES E DA BAUMINAS LTDA. - COOPECIC,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA MAJOR VIEIRA  300  SALA 15,EDIFICIO TERCEIRO MILENIO,CENTRO,CATAGUASES,MG,36770060,coopecic@coopecic.com.br,coopecic@coopecic.com.br,S5,
62605290,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPO INDORAMA NO BRASIL,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA SANTA CATARINA, 14",SALA 26,CENTRO,POCOS DE CALDAS,MG,37701748,cooperativa.creditopc@gruppomg.com.br,cooperativa.creditopc@gruppomg.com.br,S5,
43730498,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DE ELEVADORES ATLAS,Sociedade Cooperativa,,Autorizada em Atividade,false,AV DO ESTADO  6116,,CAMBUCI,SAO PAULO,SP,01516900,monay.duarte@br.schindler.com,monay.duarte@br.schindler.com,S5,
57996878,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO AKZO NOBEL BRASIL - COOP AKZONOBEL,Sociedade Cooperativa,,Autorizada em Atividade,false,"AV PAPA JOAO XXIII, 2100",,SERTAOZINHO,MAUA,SP,09370901,,,S5,
29985421,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO NEFFA E DEMAIS ESTABELECIMENTOS DO SETOR DE ALIMENTOS DA GRANDE VITÓRIA.,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA MARIA HELENA MURAD NEFFA  95,SALA 01,CENTRO,VITORIA,ES,29010280,credneffa@ig.com.br,credneffa@ig.com.br,S5,
64293582,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA OLINTO MEIRELES,65,DAS INDÚSTRIAS I,BELO HORIZONTE,MG,30610822,coomann@vmtubes.com.br,coomann@vmtubes.com.br,S5,
10808037,COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE MANAUS - SICOOB CREDEMPRESAS-AM,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SAO LUIS  555,ANEXO A FEDERACAO DO COMERCIO DO ESTADO DO AMAZONA,ADRIANOPOLIS,MANAUS,AM,69057250,,,S5,
8075352,COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS E EMPREGADOS DOS TRANSPORTES E CORREIOS DO SUL DO BRASIL - TRANSPOCRED,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA CORONEL PEDRO DEMORO, N. 1595",,BALNEARIO,FLORIANOPOLIS,SC,88075301,transpocred@transpocred.coop.br,transpocred@transpocred.coop.br,S5,
44746352,COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA DE BARRA BONITA E REGIÃO,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA MAJOR POMPEU 409,,CENTRO,BARRA BONITA,SP,17340000,coopercred@coopercred.speedycorp.com.br,coopercred@coopercred.speedycorp.com.br,S5,
11356599,"COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA PERPART, DO IPA E DA ADAGRO - COOPEMATER",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DR  JOAO LACERDA  395,,CORDEIRO,RECIFE,PE,50711280,contato@coopemater.com.br,contato@coopemater.com.br,S5,
3657230,COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO GRUPO PPG,Sociedade Cooperativa,,Autorizada em Atividade,false,ROD  ANHANGUERA KM 106 5,PREDIO 9000,JARDIM SAO JUDAS,SUMARE,SP,13180480,iribeiro@ppg.com,iribeiro@ppg.com,S5,
84156470,COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO NOS ESTADOS DO AMAPÁ E CEARÁ E LIVRE ADMISSÃO NO ESTADO DO PARÁ - SICOOB COIMPPA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA JOAO DIOGO  08,,CIDADE VELHA,BELEM,PA,66015165,sicoob@coimppa.com.br,sicoob@coimppa.com.br,S5,
3519240,COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA TIMBIRAS  2928,6  ANDAR,BARRO PRETO,BELO HORIZONTE,MG,30140062,mpcred@mpcred.com.br,mpcred@mpcred.com.br,S5,
5040680,COOPERATIVA DE CRÉDITO DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO LTDA. - MAGICREDI-RJ,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA ERASMO BRAGA, 227",GRUPO 809,CENTRO,RIO DE JANEIRO,RJ,20020000,magicredi.rj@magicredi.com.br,magicredi.rj@magicredi.com.br,S5,
9552111,"COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA 72,N  234,JARDIM GOIAS,GOIANIA,GO,74805480,juriscred@sicoobjuriscred.com.br,juriscred@sicoobjuriscred.com.br,S5,
5740092,COOPERATIVA DE CRÉDITO DOS METALÚRGICOS DO ABC - CREDABC,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA JOAO BASSO  231,,CENTRO,SAO BERNARDO DO CAMPO,SP,09721100,credabc@smabc.org.br,credabc@smabc.org.br,S5,
8143326,COOPERATIVA DE CRÉDITO DOS MÉDICOS E PROFISSIONAIS DE SAÚDE DE SÃO LUÍS - SICREDI SÃO LUÍS,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  DANIEL DE LA TOUCHE  987,SUC 317E  SHOPPING DA ILHA,COHAMA,SAO LUIS,MA,65074115,unicred@unicredsaoluis.com.br,unicred@unicredsaoluis.com.br,S5,
71884498,"COOPERATIVA DE CRÉDITO DOS MÉDICOS, DENTISTAS, PROFISSIONAIS DA ÁREA DE SAÚDE E DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO LTDA. - UNICRED DO ESTADO DE SÃO PAULO",Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA BARAO DE ITAPURA  950,7  ANDAR,GUANABARA,CAMPINAS,SP,13020431,cooperativa@unicred-campinas.com.br,cooperativa@unicred-campinas.com.br,S5,
36900256,"COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA BARAO DE MELGACO,2754  SALA 16  ED  WORK TOWER,CENTRO,CUIABA,MT,78020800,unicred@unicred-mt.com.br,unicred@unicred-mt.com.br,S5,
2602922,"COOPERATIVA DE CRÉDITO DOS MÉDICOS, SERVIDORES PÚBLICOS E EMPRESÁRIOS DO NORDESTE LTDA - UNICRED DO NORDESTE",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA  DR SABINO SILVA  396,,CENTRO,FEIRA DE SANTANA,BA,44001264,ucmg0024@unicredmg.com.br,ucmg0024@unicredmg.com.br,S5,
71418784,"COOPERATIVA DE CRÉDITO DOS MÉDICOS, TÉCNICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO SUL DE MINAS LTDA., UNICRED SUL DE MINAS",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DR  JOSE RESENDE PINTO 135,,VILA PINTO,VARGINHA,MG,37010590,ucmg0003@unicredmg.com.br,ucmg0003@unicredmg.com.br,S5,
70937271,COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  JOAO PINHEIRO  690,,CENTRO,UBERLANDIA,MG,38400126,ucmg0008@unicredmg.com.br,ucmg0008@unicredmg.com.br,S5,
71432926,COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE E DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA. - UNICRED PROGRESSO,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ALAOR PRATA  294,1  ANDAR,CENTRO,UBERABA,MG,38015010,unicred0005@unicredmg.com.br,unicred0005@unicredmg.com.br,S5,
5979692,COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA HERMANN BLUMENAU, N. 215",,CENTRO,FLORIANOPOLIS,SC,88020020,credcrea@credcrea.coop.br,credcrea@credcrea.coop.br,S5,
3102185,"COOPERATIVA DE CRÉDITO DOS SERVIDORES DA UNIÃO, EMPRESÁRIOS, PROFISSIONAIS AUTÔNOMOS E LIBERAIS - SICOOB CENTRO NORDESTE",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DAS TRINCHEIRAS 104,,CENTRO,JOAO PESSOA,PB,58011000,pb@federalcred.com.br,pb@federalcred.com.br,S5,
21797311,COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ÓRGÃO AUXILIAR E DE LIVRE ADMISSÃO LTDA. - SICOOB COFAL,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA MATIAS CARDOSO 155 3 E 4 ANDARES,,SANTO AGOSTINHO,BELO HORIZONTE,MG,30170050,gerencia@cofalmg.com.br,gerencia@cofalmg.com.br,S5,
3269540,"COOPERATIVA DE CRÉDITO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DE EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA - SICOOB COOPEMG",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA DIABASE  295 A,,PRADO,BELO HORIZONTE,MG,30411060,coopemg@coopemg.com.br,coopemg@coopemg.com.br,S5,
1235921,COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DA GRANDE VITÓRIA/ES,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA MARECHAL MASCARENHAS DE MORAES, 2809",CASA 1- PAVIMENTO,BENTO FERREIRA,VITORIA,ES,29050625,coopmetro@coopmetro.coop.br,coopmetro@coopmetro.coop.br,S5,
20833976,COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE TIMÓTEO LTDA. - COOPERTIM,Sociedade Cooperativa,,Autorizada em Atividade,false,"AV. ACESITA, 3301",,SAO JOSE,TIMOTEO,MG,35182452,copertim@uai.com.br,copertim@uai.com.br,S5,
4321309,COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS NO ESTADO DA BAHIA LTDA. - SICOOB CRED EXECUTIVO,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  LUIZ VIANA FILHO   260,PREDIO DA SEFAZ     CENTRO ADMINISTRATIVO DA BAHIA,PARALELA,SALVADOR,BA,41730101,cooperfisco@cooperfisco.com.br,cooperfisco@cooperfisco.com.br,S5,
3047549,COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA 05 QUADRA G LOTE 01,ESQUINA COM ALAMEDA BARRINHA,JARDIM BRASILIA,RIO VERDE,GO,75906250,sulgo.correio@unicredsys.com.br,sulgo.correio@unicredsys.com.br,S5,
7412987,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ALIANÇA,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA  BRASILIA,1970,CENTRO,PINHALZINHO,SC,89870000,pinhalzinho@cresolcentral.com.br,pinhalzinho@cresolcentral.com.br,S5,
5425526,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL DESENVOLVIMENTO,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA 29 DE JULHO  251,,CENTRO,CONCORDIA,SC,89700039,concordia@cresolcentral.com.br,concordia@cresolcentral.com.br,S5,
3485130,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ENCOSTAS DA SERRA GERAL,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA GERMANO HERMESMEYER  N  170,SALA 1,CENTRO,SANTA ROSA DE LIMA,SC,88763000,santarosa@cresolcentral.com.br,santarosa@cresolcentral.com.br,S5,
5070112,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL INOVAÇÃO,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ARARANGUA  12,,CENTRO,CORONEL MARTINS,SC,89837000,coronelmartins@cresolcentral.com.br,coronelmartins@cresolcentral.com.br,S5,
8055016,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL INTERAÇÃO,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA PREFEITO REBELATTO  111,,CENTRO,XAVANTINA,SC,89780000,xavantina@cresolcentral.com.br,xavantina@cresolcentral.com.br,S5,
5269976,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL MAIS,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA GETULIO VARGAS  322,,CENTRO,FORMOSA DO SUL,SC,89859000,formosadosul@cresolcentral.com.br,formosadosul@cresolcentral.com.br,S5,
2663426,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL NOROESTE,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA PRESIDENTE VARGAS,788,CENTRO,CONSTANTINA,RS,99680000,constantina@cresolcentral.com.br,constantina@cresolcentral.com.br,S5,
7509426,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL XANXERÊ,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA BARÃO DO RIO BRANCO, N- 264",,CENTRO,XANXERE,SC,89820000,xanxere@cresolcentral.com.br,xanxere@cresolcentral.com.br,S5,
2844024,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL EVOLUÇÃO,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SETE DE SETEMBRO  954,,CENTRO,DIONISIO CERQUEIRA,SC,89950000,dionisiocerqueira@cresolcentral.com.br,dionisiocerqueira@cresolcentral.com.br,S5,
7320890,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL VALE,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SANTA CATARINA  2 192,,CENTRO,VITOR MEIRELES,SC,89148000,vitormeireles@cresolcentral.com.br,vitormeireles@cresolcentral.com.br,S5,
4565791,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA - CRESOL ARATIBA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SANTO GRANZOTTO 146,,CENTRO,ARATIBA,RS,99770000,aratiba@cresolcentral.com.br,aratiba@cresolcentral.com.br,S5,
2904125,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  LUIZ PESSETTI  110,,CENTRO,JACUTINGA,RS,99730000,jacutinga@cresolcentral.com.br,jacutinga@cresolcentral.com.br,S5,
3015152,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE SÃO VALENTIM - CRESOL SÃO VALENTIM,Sociedade Cooperativa,,Autorizada em Atividade,false,AV CASTELO BRANCO  733,,,SAO VALENTIM,RS,99640000,saovalentim@cresolcentral.com.br,saovalentim@cresolcentral.com.br,S5,
5863726,COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA RIO BRANCO 129,,CENTRO,SANANDUVA,RS,99840000,sananduva@cresolcentral.com.br,sananduva@cresolcentral.com.br,S5,
7215632,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ALTERNATIVA - CRESOL ALTERNATIVA,Sociedade Cooperativa,,Autorizada em Atividade,false,ALAMEDA ARISTILIANO RAMOS  1144,SEGUNDO PISO,CENTRO,RIO DO SUL,SC,89160113,apiuna@cresolcentral.com.br,apiuna@cresolcentral.com.br,S5,
7465539,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ALTO VALE - CRESOL ALTO VALE,Sociedade Cooperativa,,Autorizada em Atividade,false,"R RUA 7 DE SETEMBRO, 1955",,CENTRO,WITMARSUM,SC,89157000,witmarsum@cresolcentral.com.br,witmarsum@cresolcentral.com.br,S5,
5211129,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO NORTE - CRESOL CENTRO NORTE,Sociedade Cooperativa,,Autorizada em Atividade,false,"PRAÇA PADRE BASSO, 167",,CENTRO,MARCELINO RAMOS,RS,99800000,marcelinoramos@cresolcentral.com.br,marcelinoramos@cresolcentral.com.br,S5,
1155801,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SERRA - CRESOL CENTRO SERRA,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA MATEUS CONCEIÇÃO, 477",,DO BOSQUE,CURITIBANOS,SC,89520000,curitibanos@cresolcentral.com.br,curitibanos@cresolcentral.com.br,S5,
2910987,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SUL RS/MS - CRESOL CENTRO SUL RS/MS,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA ARGENTINA, N- 135",,CENTRO,ERECHIM,RS,99700026,erechim@cresolsicoper.com.br,erechim@cresolsicoper.com.br,S5,
11969853,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CONEXÃO - CRESOL CONEXÃO,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA BRASILIA,,CIDADE ALTA,MEDIANEIRA,PR,85884000,reginaldo.oeste@cresol.com.br,reginaldo.oeste@cresol.com.br,S5,
7252614,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CONFIANÇA - CRESOL CONFIANÇA,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA VIGARIO JOAO CRISOSTOMO, 392",,CENTRO,PAIM FILHO,RS,99850000,paimfilho@cresolcentral.com.br,paimfilho@cresolcentral.com.br,S5,
5983995,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA COOPERAR - CRESOL COOPERAR,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA CONDE DE PORTO ALEGRE, 342",,CENTRO,HUMAITA,RS,98670000,humaita@cresolcentral.com.br,humaita@cresolcentral.com.br,S5,
10520232,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DA AMAZÔNIA - CRESOL AMAZÔNIA,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA MARECHAL RONDON N  1780,SALA A,CENTRO,JI-PARANA,RO,76900136,,,S5,
4490531,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE GOIÁS - CRESOL GOIÁS,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ENEAS BRETAS,QUADRA A LOTE 17 18,CENTRO,ORIZONA,GO,75280000,credfer@hotmail.com,credfer@hotmail.com,S5,
8624548,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS,Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA MARECHAL FLORIANO  27,LOJA 03  PRIMEIRO ANDAR,BARRA,MURIAE,MG,36884113,creditagfervedouro@gmail.com,creditagfervedouro@gmail.com,S5,
50735161,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE NOVA MUTUM E REGIÃO - CRESOL MATO GROSSO,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA DAS ARARAS, N° 189",SETOR  W  SALA  02  QUADRA  055  LOTE  0017A,CENTRO,NOVA MUTUM,MT,78450000,,,S5,
6139650,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO RIO GRANDE DO SUL - CRESOL RIO GRANDE DO SUL,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA OLAVO BILAC, 914","SALA 301 A 305, TERCEIRO ANDAR, COND. SÃO BENTO",IMIGRANTE,BENTO GONCALVES,RS,95702000,crehnor@nordeste.crehnor.com.br,crehnor@nordeste.crehnor.com.br,S5,
7512780,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA CORONEL ANTÔNIO LEHMKHUL, 230",,CENTRO,AGUAS MORNAS,SC,88150000,aguasmornas@cresol.com.br,aguasmornas@cresol.com.br,S5,
6031727,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ESSÊNCIA - CRESOL ESSÊNCIA,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA OLAVO BILAC, 855",,CENTRO,SANTO CRISTO,RS,98960000,santocristo@cresolcentral.com.br,santocristo@cresolcentral.com.br,S5,
5276770,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA BELÉM, N° 3090","2° ANDAR, EDIFÍCIO NILSON SCHLEMMER",CENTRO,REALEZA,PR,85770000,santaizabel@cresol.com.br,santaizabel@cresol.com.br,S5,
4622657,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA GERAÇÕES - CRESOL GERAÇÕES,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA TAPIJARA, 09",,CENTRO,TENENTE PORTELA,RS,98500000,tenenteportela@cresolcentral.com.br,tenenteportela@cresolcentral.com.br,S5,
6126780,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA GRANDES LAGOS PR/SP - CRESOL GRANDES LAGOS PR/SP,Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA XV DE NOVEMBRO, 7326",,CENTRO,GUARAPUAVA,PR,85010000,prudentopolis@cresol.com.br,prudentopolis@cresol.com.br,S5,
5277312,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA MANOEL ESTEVAO  N  735,,SAO BERNARDO,UNIAO DA VITORIA,PR,84600364,cruzmachado@cresol.com.br,cruzmachado@cresol.com.br,S5,
7268499,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO,Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA MINISTRO CIRNE LIMA, 1715",,VILA BECKER,TOLEDO,PR,85903590,santalucia@cresol.com.br,santalucia@cresol.com.br,S5,
2934201,COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA 14 DE DEZEMBRO,4245,CENTRO,CHOPINZINHO,PR,85560000,saojorge@cresol.com.br,saojorge@cresol.com.br,S5,
